WORKSPACE_SIZE,C,v26_enc,13088,12.78
WORKSPACE_SIZE,C,v27_keypair,10112,9.88
WORKSPACE_SIZE,C,v28_dec,4864,4.75
WORKSPACE_SIZE,C,v29_lifecycle,13088,12.78
WORKSPACE_SIZE,X86_64,v26_enc,13088,12.78
WORKSPACE_SIZE,X86_64,v27_keypair,10112,9.88
WORKSPACE_SIZE,X86_64,v28_dec,4864,4.75
WORKSPACE_SIZE,X86_64,v29_lifecycle,13088,12.78
