stack_bytes,mode,descriptor,su_file
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:89:13:AES256_CTR_inc_iv,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:77:13:AES256_ECB_load_schedule,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:61:13:AES128_CTR_inc_ivu64,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:53:13:AES128_CTR_inc_iv,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:41:13:AES128_ECB_load_schedule,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:85:13:AES256_CTR_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:49:13:AES128_CTR_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_impl.c.su
48,static,/home/home/pqc/liboqs/src/common/aes/aes_c.c:280:13:br_aes_ct64_ortho,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/aes/aes_c.c.su
48,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_low/KeccakP-1600/plain-64bits/KeccakP-1600-opt64.c:97:6:KeccakP1600_AddBytesInLane,build-c-rx-kem-s-resource-audit-v1/src/common/sha3/xkcp_low/CMakeFiles/xkcp_low_keccakp_1600_plain64.dir/KeccakP-1600/plain-64bits/KeccakP-1600-opt64.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/kem_ml_kem_768.c:76:20:OQS_KEM_ml_kem_768_keypair_derand,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/kem_ml_kem_768.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/kem_ml_kem_768.c:132:20:OQS_KEM_ml_kem_768_encaps_derand,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/kem_ml_kem_768.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/kem_ml_kem_768.c:160:20:OQS_KEM_ml_kem_768_encaps,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/kem_ml_kem_768.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/kem_ml_kem_768.c:190:20:OQS_KEM_ml_kem_768_decaps,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/kem_ml_kem_768.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c:47:6:PQCP_MLKEM_NATIVE_MLKEM768_X86_64_polyvec_compress_du,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c:61:6:PQCP_MLKEM_NATIVE_MLKEM768_X86_64_polyvec_decompress_du,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c:79:6:PQCP_MLKEM_NATIVE_MLKEM768_X86_64_polyvec_tobytes,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c:96:6:PQCP_MLKEM_NATIVE_MLKEM768_X86_64_polyvec_frombytes,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c:224:6:PQCP_MLKEM_NATIVE_MLKEM768_X86_64_polyvec_mulcache_compute,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c:256:6:PQCP_MLKEM_NATIVE_MLKEM768_X86_64_polyvec_add,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_x86_64/mlkem/src/sampling.c:112:17:mlk_rej_uniform.constprop,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_x86_64.dir/mlkem-native_ml-kem-768_x86_64/mlkem/src/sampling.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c:47:6:PQCP_MLKEM_NATIVE_MLKEM768_C_polyvec_compress_du,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c:61:6:PQCP_MLKEM_NATIVE_MLKEM768_C_polyvec_decompress_du,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c:79:6:PQCP_MLKEM_NATIVE_MLKEM768_C_polyvec_tobytes,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c:96:6:PQCP_MLKEM_NATIVE_MLKEM768_C_polyvec_frombytes,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c:224:6:PQCP_MLKEM_NATIVE_MLKEM768_C_polyvec_mulcache_compute,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c:256:6:PQCP_MLKEM_NATIVE_MLKEM768_C_polyvec_add,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/poly_k.c.su
48,static,/home/home/pqc/liboqs/src/kem/ml_kem/mlkem-native_ml-kem-768_ref/mlkem/src/kem.c:210:5:PQCP_MLKEM_NATIVE_MLKEM768_C_keypair_derand,build-c-rx-kem-s-resource-audit-v1/src/kem/ml_kem/CMakeFiles/ml_kem_768_ref.dir/mlkem-native_ml-kem-768_ref/mlkem/src/kem.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_kem.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_kem.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/example_kem.c:167:6:cleanup_stack,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/example_kem.dir/example_kem.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_kem_mem.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_kem_mem.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_sig_stfl.c:1060:7:test_query_key,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_sig_stfl.dir/test_sig_stfl.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_sig_stfl.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_sig_stfl.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_sig.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_sig.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_kem.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_kem.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/vectors_sig.c:198:20:is_ml_dsa,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/vectors_sig.dir/vectors_sig.c.su
48,static,/home/home/pqc/liboqs/tests/vectors_sig.c:159:13:fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/vectors_sig.dir/vectors_sig.c.su
48,static,/home/home/pqc/liboqs/tests/vectors_sig.c:184:13:hexStringToByteArray,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/vectors_sig.dir/vectors_sig.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_sig.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_sig.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/dump_alg_info.c:16:5:main,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/dump_alg_info.dir/dump_alg_info.c.su
48,static,/home/home/pqc/liboqs/tests/kat_sig_stfl.c:143:6:fprint_l_str,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_sig_stfl.dir/kat_sig_stfl.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:24:13:hqc_prng_seed,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_sig_stfl.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/test_helpers.c:147:6:OQS_fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/kat_sig_stfl.dir/test_helpers.c.su
48,static,/home/home/pqc/liboqs/tests/vectors_kem.c:30:20:is_ml_kem,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/vectors_kem.dir/vectors_kem.c.su
48,static,/home/home/pqc/liboqs/tests/vectors_kem.c:36:13:fprintBstr,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/vectors_kem.dir/vectors_kem.c.su
48,static,/home/home/pqc/liboqs/tests/vectors_kem.c:61:13:hexStringToByteArray,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/vectors_kem.dir/vectors_kem.c.su
48,static,/home/home/pqc/liboqs/tests/test_hash.c:19:12:read_stdin,build-c-rx-kem-s-resource-audit-v1/tests/CMakeFiles/test_hash.dir/test_hash.c.su
40,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_low/KeccakP-1600times4/avx2/KeccakP-1600-times4-SIMD256.c:201:6:KeccakP1600times4_OverwriteBytes_avx2,build-c-rx-kem-s-resource-audit-v1/src/common/sha3/xkcp_low/CMakeFiles/xkcp_low_keccakp_1600times4_avx2.dir/KeccakP-1600times4/avx2/KeccakP-1600-times4-SIMD256.c.su
40,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_low/KeccakP-1600times4/avx2/KeccakP-1600-times4-SIMD256.c:376:6:KeccakP1600times4_ExtractAndAddBytes_avx2,build-c-rx-kem-s-resource-audit-v1/src/common/sha3/xkcp_low/CMakeFiles/xkcp_low_keccakp_1600times4_avx2.dir/KeccakP-1600times4/avx2/KeccakP-1600-times4-SIMD256.c.su
32,static,/home/home/pqc/liboqs/src/kem/kem.c:72:13:OQS_KEM_alg_is_enabled,build-c-rx-kem-s-resource-audit-v1/src/CMakeFiles/oqs.dir/kem/kem.c.su
32,static,/home/home/pqc/liboqs/src/kem/kem.c:348:18:OQS_KEM_new,build-c-rx-kem-s-resource-audit-v1/src/CMakeFiles/oqs.dir/kem/kem.c.su
32,static,/home/home/pqc/liboqs/src/sig_stfl/sig_stfl.c:1525:14:OQS_SIG_STFL_SECRET_KEY_free,build-c-rx-kem-s-resource-audit-v1/src/CMakeFiles/oqs.dir/sig_stfl/sig_stfl.c.su
32,static,/home/home/pqc/liboqs/src/sig/sig.c:3070:20:OQS_SIG_sign,build-c-rx-kem-s-resource-audit-v1/src/CMakeFiles/oqs.dir/sig/sig.c.su
32,static,/home/home/pqc/liboqs/src/sig/sig.c:3086:20:OQS_SIG_verify,build-c-rx-kem-s-resource-audit-v1/src/CMakeFiles/oqs.dir/sig/sig.c.su
32,static,/home/home/pqc/liboqs/src/sig/sig.c:3102:14:OQS_SIG_supports_ctx_str,build-c-rx-kem-s-resource-audit-v1/src/CMakeFiles/oqs.dir/sig/sig.c.su
32,static,/home/home/pqc/liboqs/src/common/common.c:219:13:OQS_CPU_has_extension,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/common.c.su
32,static,/home/home/pqc/liboqs/src/common/common.c:294:14:OQS_MEM_secure_free,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/common.c.su
32,static,/home/home/pqc/liboqs/src/common/common.c:414:6:OQS_MEM_aligned_secure_free,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/internal.dir/common.c.su
32,static,/home/home/pqc/liboqs/src/common/common.c:219:13:OQS_CPU_has_extension,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/common.c.su
32,static,/home/home/pqc/liboqs/src/common/common.c:294:14:OQS_MEM_secure_free,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/common.c.su
32,static,/home/home/pqc/liboqs/src/common/common.c:414:6:OQS_MEM_aligned_secure_free,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/common.c.su
32,static,/home/home/pqc/liboqs/src/common/rand/rand.c:95:6:OQS_randombytes_system,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/rand/rand.c.su
32,"dynamic,bounded",/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:183:13:SHA3_shake128_x4_inc_absorb,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,"dynamic,bounded",/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:191:13:SHA3_shake128_x4_inc_squeeze,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,"dynamic,bounded",/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:226:13:SHA3_shake256_x4_inc_absorb,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,"dynamic,bounded",/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:234:13:SHA3_shake256_x4_inc_squeeze,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:178:13:SHA3_shake128_x4_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:126:13:keccak_x4_inc_finalize.constprop,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:246:13:SHA3_shake256_x4_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:203:13:SHA3_shake128_x4_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3x4.c:220:13:SHA3_shake256_x4_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3x4.c:111:1:SHA3_shake256_x4_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3x4.c:66:1:SHA3_shake128_x4_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3x4.c:98:1:SHA3_shake256_x4_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3x4.c:53:1:SHA3_shake128_x4_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3x4.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:193:1:SHA3_shake256_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:178:1:SHA3_shake128_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:151:1:SHA3_sha3_512_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:130:1:SHA3_sha3_384_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:109:1:SHA3_sha3_256_inc_ctx_release_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:186:13:SHA3_shake256_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:165:13:SHA3_shake128_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:144:13:SHA3_sha3_512_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:123:13:SHA3_sha3_384_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/avx512vl_sha3.c:102:13:SHA3_sha3_256_inc_init_avx512vl,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/avx512vl_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:210:13:SHA3_sha3_256_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:334:13:SHA3_shake128_inc_finalize,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:377:13:SHA3_shake256_inc_finalize,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:393:13:SHA3_shake256_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:350:13:SHA3_shake128_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:307:13:SHA3_sha3_512_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:270:13:SHA3_sha3_384_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:234:13:SHA3_sha3_256_inc_ctx_reset,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:367:13:SHA3_shake256_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:324:13:SHA3_shake128_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:284:13:SHA3_sha3_512_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha3/xkcp_sha3.c:248:13:SHA3_sha3_384_inc_init,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha3/xkcp_sha3.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:504:6:oqs_sha2_sha224_inc_init_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:517:6:oqs_sha2_sha256_inc_init_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:531:6:oqs_sha2_sha384_inc_init_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:544:6:oqs_sha2_sha512_inc_init_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:557:6:oqs_sha2_sha224_inc_ctx_clone_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:565:6:oqs_sha2_sha256_inc_ctx_clone_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:573:6:oqs_sha2_sha384_inc_ctx_clone_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/sha2/sha2_c.c:581:6:oqs_sha2_sha512_inc_ctx_clone_c,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/sha2/sha2_c.c.su
32,static,/home/home/pqc/liboqs/src/common/aes/aes128_ni.c:51:6:oqs_aes128_load_schedule_ni,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/aes/aes128_ni.c.su
32,static,/home/home/pqc/liboqs/src/common/aes/aes256_ni.c:78:6:oqs_aes256_load_schedule_ni,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/aes/aes256_ni.c.su
32,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:105:13:AES256_free_schedule,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/aes/aes_impl.c.su
32,static,/home/home/pqc/liboqs/src/common/aes/aes_impl.c:69:13:AES128_free_schedule,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/aes/aes_impl.c.su
32,static,/home/home/pqc/liboqs/src/common/aes/aes_c.c:547:13:aes_ctr4x,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/aes/aes_c.c.su
32,static,/home/home/pqc/liboqs/src/common/aes/aes_c.c:721:6:oqs_aes256_load_schedule_no_bitslice,build-c-rx-kem-s-resource-audit-v1/src/common/CMakeFiles/common.dir/aes/aes_c.c.su
